Resistance-Type;Gene	DSgene	Sample	Abundance

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR12918151	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR2090169	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR6208705	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	ERR3281038	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR8797413	1

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR2638370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR2638363	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	ERR3281039	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR6209370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-1D_1_AF188200	SRR11600163	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR12666050	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638368	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281031	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2090164	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546451	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546457	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR12926096	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281037	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11600161	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR7912025	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281023	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638364	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281036	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281032	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281030	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR10992209	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512247	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281024	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11600162	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6213089	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281027	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638369	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6231011	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR13554778	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546449	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8797411	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546452	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512248	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR4389122	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8797412	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281034	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281035	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR13554775	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281029	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844737	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR13662870	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR12918152	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6213885	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638367	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR4389352	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512250	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844785	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR9644739	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR2191546	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR9644740	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512251	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546453	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR10419845	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2090170	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR13554773	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281033	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638366	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844738	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844740	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512249	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11614988	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546454	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2090166	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6213120	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6212576	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512246	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6211631	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281028	1

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844736	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638365	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844784	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8797414	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8512245	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR9644741	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11614986	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR9644742	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR4388077	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281026	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR10992210	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546450	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281040	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281022	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2090174	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR4388699	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11844739	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR4388080	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281021	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281041	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR3546456	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281025	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR12918151	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2090169	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6208705	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281038	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR8797413	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638370	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR2638363	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	ERR3281039	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR6209370	0

Beta-Lactam Resistance;cphA	 cphA8_1_AY261375	SRR11600163	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR12666050	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638368	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281031	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2090164	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546451	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546457	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR12926096	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281037	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11600161	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR7912025	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281023	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638364	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281036	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281032	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281030	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR10992209	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512247	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281024	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11600162	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6213089	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281027	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638369	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6231011	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR13554778	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546449	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8797411	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546452	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512248	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR4389122	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8797412	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281034	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281035	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR13554775	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281029	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844737	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR13662870	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR12918152	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6213885	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638367	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR4389352	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512250	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844785	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR9644739	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR2191546	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR9644740	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512251	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546453	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR10419845	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2090170	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR13554773	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281033	4

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638366	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844738	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844740	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512249	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11614988	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546454	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2090166	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6213120	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6212576	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512246	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6211631	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281028	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844736	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638365	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844784	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8797414	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8512245	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR9644741	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11614986	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR9644742	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR4388077	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281026	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR10992210	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546450	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281040	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281022	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2090174	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR4388699	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11844739	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR4388080	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281021	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281041	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR3546456	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281025	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR12918151	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2090169	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6208705	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281038	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR8797413	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638370	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR2638363	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	ERR3281039	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR6209370	0

Beta-Lactam Resistance;blaOXA	 blaOXA-266_1_APPO01000008	SRR11600163	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12666050	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12666050	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638368	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638368	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281031	4

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281031	4

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090164	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090164	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546451	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546451	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546457	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546457	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12926096	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12926096	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281037	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281037	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11600161	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11600161	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR7912025	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR7912025	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281023	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281023	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638364	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638364	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281036	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281036	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281032	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281032	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281030	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281030	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR10992209	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR10992209	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512247	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512247	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281024	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281024	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11600162	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11600162	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6213089	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6213089	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281027	1

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281027	1

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638369	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638369	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6231011	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6231011	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554778	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554778	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546449	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546449	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8797411	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8797411	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546452	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546452	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512248	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512248	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR4389122	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR4389122	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8797412	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8797412	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281034	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281034	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281035	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281035	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554775	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554775	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281029	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281029	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844737	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844737	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13662870	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13662870	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12918152	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR12918152	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6213885	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR6213885	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638367	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638367	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR4389352	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR4389352	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512250	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512250	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844785	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844785	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR9644739	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR9644739	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR2191546	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR2191546	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR9644740	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR9644740	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512251	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512251	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546453	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546453	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR10419845	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR10419845	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090170	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090170	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554773	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR13554773	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281033	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	ERR3281033	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638366	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2638366	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844738	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844738	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844740	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11844740	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512249	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR8512249	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11614988	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR11614988	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546454	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR3546454	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090166	0

Beta-Lactam Resistance;blaNDM	 blaNDM-19_1_MF370080	SRR2090166	0

